id,question,answer,answers.a,answers.b,answers.c,answers.d,answers.e
1062d0b54212d0c75617f2378faeb1973a107e0c4cee844fd51071a4268eed3a,"Parmi les propositions suivantes concernant la qualité d'une séparation en HPLC entre deux constituants d'un mélange, laquelle est exacte? La qualité de la séparation est appréciée par:","Concernant la qualité d'une séparation en HPLC entre deux constituants d'un mélange, la qualité de la séparation est appréciée par le facteur de résolution.",,,,Le facteur de résolution,
019b8a59e4a9cbbfc6f5d65fdaab90d8c5c9eda58a745fce0ea191f72962e3b1,"Parmi ces cinq propositions, indiquer le mode habituel de contamination de l'homme dans la bilharziose urinaire:",Le mode habituel de contamination de l'homme dans la bilharziose urinaire est la pénétration trans-cutanée.,,,,Pénétration trans-cutanée,
09654ace054117e7b7684b78b06b9defe8c04fd2def56b66e40bddddd56e185c,"Parmi les propositions suivantes, indiquez la proposition exacte. Les moutardes à l'azote sont:",La proposition exacte est : les moutardes à l'azote sont des alkylants.,,,,Des alkylants,
4458bbd5b87abb675eb0e71fd294814a7502a6c834a7c8bbaa9e1f5cd2f436cd,"En photométrie de flamme, la qualité de nébulisation est indépendante:","En photométrie de flamme, la qualité de nébulisation est indépendante de la température de la flamme.",,De la température de la flamme,,,
eb3f2245d2eb5785b73b32aa753767d88ad116b39dcd9907591c93c360de6e5d,"Parmi les propositions suivantes, une seule est fausse. Laquelle? la bromocriptine :",Concernant la bromocriptine la seule proposition fausse est la suivante : a des propriétés anticholinergiques.,,,,A des propriétés anticholinergiques,
ee87f2b251b4f7626ec98f7341e57144968fcf9d0edd7ee7f2bdacbe27fc2f54,Quelle est la proposition inexacte concernant les modifications des activités enzymatiques provoquées par le benzène??,Concernant les modifications des activités enzymatiques provoquées par le benzène la proposition suivante est inexacte : Inhibition des monoxygénases Cytochrome P 450 dépendantes qui participent au métabolisme du benzène.,,,,Inhibition des monoxygénases Cytochrome P 450 dépendantes qui participent au métabolisme du benzène,
965ef8b4c096f6e79efaf660e0eefc7f702aa976e0a11eb91ecc3cce6bb97894,Le syndrome de « cytolyse» hépatique est caractérisé par:,Le syndrome de « cytolyse» hépatique est caractérisé par une augmentation de la concentration sérique de l'alanine-amino transférase.,Une augmentation de la concentration sérique de l'alanine-amino transférase,,,,
d87fcbad33c054fd952c2ad5d48b0c8219bfe5e5db30316a0bc1fe1cd1b55e7a,Le prurit anal est le symptôme majeur de:,Le prurit anal est le symptôme majeur de l'oxyurose.,,,L'oxyurose,,
2503a5a653dcc72564371deb059eba7f03e46d69552b9d5f5edf14fd096331f3,"Parmi les propositions suivantes, une seule est fausse, indiquez laquelle. Les sels biliaires :","Parmi les propositions suivantes, la propositition fausse est : Les sels biliaires sont indispensables à l'absorption intestinale de constituants hydrosolubles.",,,,,Sont indispensables à l'absorption intestinale de constituants hydrosolubles
4b19c8e235b331eb167a369c0d613dfa820b0556d242deb976a9c6d66d532ca7,"Indiquer, parmi les caractères suivants, celui qui est commun à toutes les anémies arégénératives :",Le caractère commun à toutes les anémies arégénératives est le réticulocytopénie.,,Réticulocytopénie,,,
80473c275b925067b070531f70f165a66ef5dfe364fefff562c12d9d44e367b0,"Parmi les bactéries suivantes, laquelle est un agent habituel de méningite néonatale?",Streptococcus agalactiae est un agent habituel de méningite néonatale.,,,Streptococcus agalactiae .,,
a5ae98f610e554972e7bd0048b26403aa4b99d4d98269a7b574e05dca9d0bcc1,"Parmi les propositions suivantes, quelle est celle qui s'applique à Mycobacterium tuberculosis ?",Le Mycobacterium tuberculosis peut être responsable d'infections urinaires.,,,,Il peut être responsable d'infections urinaires,
5d22147d2c61980d17658f827bd528a789bb4f4464fa2bb12a353ca3419b59c7,Parmi les propositions suivantes concernant l'imipramine. laquelle est inexacte?,Concernant l'imipramine la proposition suivante est inexacte : ses effets cliniques se manifestent en 24 à 48h.,,,Ses effets cliniques se manifestent en 24 à 48h,,
be17cf47bb3cffe502ca4c1f2d59553edc251dec071699a2c1b33d57cd7758a8,"Parmi les propositions suivantes concernant les diurétiques, une seule est fausse. Laquelle?",Concernant les diurétiques la proposition suivante est fausse : la spironolactone (ALDACTONE) est souvent associée aux inhibiteurs de l'enzyme de conversion de l'angiotensine.,,,,,La spironolactone (ALDACTONE) est souvent associée aux inhibiteurs de l'enzyme de conversion de l'angiotensine
ba7a0ce67f06b1e14e212e7f7f12e6acf6b48f6158028d04ee6f012796f885ce,"Parmi les anti-ulcéreux suivant, quel est celui qui possède, aux concentrations thérapeutiques, des propriétés inhibitrices des cytochromes P450 ?",Parmi les anti-ulcéreux suivants le Cimétidine est celui qui possède des propriétés inhibitrices des cytochromes P450.,,,Cimétidine,,
86d24da4b58426a5041c72a6f7dd5bedb89f4730c1b686e6ddeef512009087ef,"Parmi les paramètres suivants, citer celui qui constitue un marqueur de l'ostéogénèse :",Parmi les paramètres suivants l'Ostéocalcineconstitue un marqueur de l'ostéogénèse.,,,Ostéocalcine,,
38c00541464e86e4f292a0aaa1c80609aedc6ded6b203aac08f50e7362d60955,Dans l'organisme quel est le milieu où les cyclines ne diffusent pas?,Dans l'organisme le milieu où les cyclines ne diffusent pas est le LCR.,,,,LCR,
7d91b70a1171a6ba96f93c1ad82d5934e4861552498e5e70dc450c0e6a639d35,"Parmi les propositions, une seule est fausse. Laquelle? Un carbure de formule brute CnH2n:",Un carbure de formule brute CnH2n peut être un acétylénique.,,,Peut être un acétylénique,,
b5f14aebaef7a9c4d03cbeaecfba4fa445d844bced9f1569a3b0f27a1b086ddf,"Parmi les éléments suivants, quel est celui qui n'entre pas dans l'uréogenèse ?",Parmi les éléments suivants la valiune n'entre pas dans l'uréogenèse.,,,Valine,,
96bf4688c1a89ab559741511ac04aa1166035c72d36248cbd6d1c48245d6331c,"Parmi les propositions suivantes, indiquer celle qui exacte. L'indication habituelle du fluconazole (TRIFLUCAN®) est:",L'indication habituelle du fluconazole (TRIFLUCAN®) est : les infections à levures.,,,,Les infections à levures,
87d20a11fa4f697d054d27ccf87ff2e666cdee6e7a04b4c3176915e01ee635e7,"Dans une des conditions suivantes, l'antigène est tolérogène, laquelle?","Lors de administration par voie intra-veineuse, l'antigène est tolérogène",,Administration par voie intra-veineuse,,,
37ff611be3026aad3922f27ee8b02ae919b69a88c734fe31ce4a5e6bb600eba7,"Parmi les symptômes suivants, indiquer celui qui n'est pas observé lors d'une intoxication aiguë par le monoxyde de carbone",Cyanose est le symtome qui n'est pas observé lors d'une intoxication aiguë par le monoxyde de carbone.,,,,Cyanose,
f45b9fb363a30ee8fbf626ec13c919f9ba18c786b092e7f18b135cfb908cae8d,"Une gamma glutamyltransférase sérique élevée, associée à un volume globulaire moyen augmenté est évocatrice de :","Une gamma glutamyltransférase sérique élevée, associée à un volume globulaire moyen augmenté est évocatrice de intoxication alcoolique chronique.",,,,,Intoxication alcoolique chronique
4a140639b1eeb2a4af61c9dcd579ce7be51330a95e1fcd4bd0e7b18aba22ef62,"Parmi les propositions suivantes concernant le virus de l'immunodéficience humaine, laquelle est exacte?","Concernant le virus de l'immunodéficience humaine, ils possèdent une enzyme capable de transcrire l'ARN en ADN.",,,,,Ils possèdent une enzyme capable de transcrire l'ARN en ADN
90ddd40e22ab1c572594f8634f063fe28a41c768a9599aa306973ca85762fadc,"Le catharomètre est un détecteur utilisé chromatographie en phase gazeuse. Parmi les propositions suivantes, laquelle est fausse?",Le catharomètre est un détecteur utilisé chromatographie en phase gazeuse. La proposition suivante est fausse : son fonctionnement repose sur l'ionisation des molécules.,,,,,Son fonctionnement repose sur l'ionisation des molécules
145d7a580a2dcb75998719d5721167747d809421dae0ae79a8d73a2206e7aea9,Parmi les propositions suivantes une seule est exacte. Laquelle? Une solution jaune absorbe dans une zone du spectre se situant:,Une solution jaune absorbe dans une zone du spectre se situant: autour de 400 nm.,,,Autour de 400 nm,,
25dc50974d1130dfd14e81ce52f9b925bc0150ebf27a7918cada0377db90bc63,"Parmi les neurotransmetteurs ou neuromodulateurs proposés, lequel intervient dans le mécanisme d'action des benzodiazépines?",Parmi les neurotransmetteurs ou neuromodulateurs  le GABA intervient dans le mécanisme d'action des benzodiazépines.,,Le GABA,,,
6b420aa8e5f66f65505d7d0d135084b5beb4f007c4935f98e519b2d5776fa181,"Parmi les propositions suivantes concernant l'amibiase, une seule est fausse. Laquelle?","Parmi les propositions suivantes concernant l'amibiase, une seule est fausse : elle est due à Entamoeba dispar.",Elle est due à Entamoeba dispar,,,,
afa8e84245ec0af4782b97fab7ec4e963fe06965395dc552eb10a6c029679679,"Parmi les mécanismes de l'action antibactérienne des fluoroquinolones, citez celui qui est exact",Parmi les mécanismes de l'action antibactérienne des fluoroquinolones l'Inhibition de la réplication de l'ADN est exact.,,Inhibition de la réplication de l'ADN,,,
dfd5d9c2f3fe5c4cfc974c9f543dd715cf19d7e28f2517c27dd2352ae24c3f80,"Parmi les propositions suivantes, une seule est fausse. Indiquez laquelle? La rifampicine:",La rifampicine n'est pas un alcaloïde. ,Est un alcaloïde,,,,
61fdb2bb1b5c9b1f446e4a48b774a8c40820160bc417c691669cc90beb284f73,"Parmi les propositions suivantes, une seule est fausse. Indiquez laquelle? L'haptoglobine plasmatique:","Parmi les propositions suivantes, la seule proposition fausse est : L'haptoglobine plasmatique: augmente dans les insuffisances hépatocellulaires.",,,,,Augmente dans les insuffisances hépatocellulaires
76794323bbb99bc7372ecdbe9758f21b32aaac8213de296c25519759917e3888,"Parmi les propositions suivantes, une seule est exacte. Laquelle? Les inhibiteurs de l'enzyme de conversion de l'angiotensine I :",Les inhibiteurs de l'enzyme de conversion de l'angiotensine I diminuent la post-charge.,Diminuent la post-charge,,,,
da692b87394fc33b10c72c04f95f6d5648c152dcf650defa6a174a242772b556,"Parmi les propriétés bactériologiques et pharmacocinétiques suivantes, laquelle n'est pas une caractéristique des aminosides?","Parmi les propriétés bactériologiques et pharmacocinétiques suivantes, la forte liaison aux protéines plasmatiques n'est pas une caractéristique des aminosides.",Forte liaison aux protéines plasmatiques,,,,
a4f4302a10b611254de8d30e7c77cf208331c6de2570f4dda45b04bd48139278,"Parmi les propositions suivantes concernant les antidotes et les antagonistes, une seule est fausse. Laquelle?","Concernant les antidotes et les antagonistes la proposition :.Les folates sont utilisés lors de l'intoxication par l'éthylène glycol, est fausse.",,,,,Les folates sont utilisés lors de l'intoxication par l'éthylène glycol
4f4a4ebde07bfbb8eafb86ec4b9e253dd66f6d59bdfb39eeb80fad996941557a,"Quelle méthode peut être utilisée pour déterminer la constante d'acidité (7,1 et 10,6) de l'acide valproïque (acide dipropylacétique) ??","La méthode pouvant être utilisée pour déterminer la constante d'acidité (7,1 et 10,6) de l'acide valproïque (acide dipropylacétique) est la potentiométrie.",La potentiométrie,,,,
a8bf27ac1ca06cde66b9c500858e1c7cdd292d4e503ab0e9602861d18d90d3bc,"Parmi les propositions suivantes, une seule est exacte. Au cours de la leucémie lymphoïde chronique, le myélogramme montre:","Au cours de la leucémie lymphoïde chronique, le myélogramme montre une population de lymphocytes>30%.",Une population de lymphocytes>30%,,,,
9eb39243214e94bfabe4c957dc1e81d783f28132abe4353d32154124611d3373,"Parmi les enzymes suivantes, une seule n'intervient pas dans la cétogenèse. Laquelle?","Parmi les enzymes suivantes, la pyruvate kinase n'intervient pas dans la cétogenèse.",Pyruvate kinase,,,,
3e2ab157314563e816542a4022ebe32ee65d12299af6e2cbcf6ea7e5bbc5e7ff,"Parmi les propositions concernant la lithiase biliaire, une seule est fausse. Laquelle?","Parmi les propositions concernant la lithiase biliaire, la proposition fausse est : elle évolue vers une cirrhose.",,,,Elle évolue vers une cirrhose,
67ec2abc4d26f40e06a518f09220b4bd918eda0dce337967a08710be405c6d62,"Parmi les propositions suivantes à propos de la vancomycine, laquelle est inexacte?","Parmi les propositions suivantes à propos de la vancomycine, la béta-lactammine est inexacte.",C'est une béta-lactammine,,,,
0febc6b681ca4c7deeeb495e8cb988f83397c0d17e9b02b21f9b57117007f007,"L'effet tyramine à l'origine de crises hypertensives graves est rencontré fréquemment avec une classe de médicaments, laquelle?",L'effet tyramine à l'origine de crises hypertensives graves est rencontré fréquemment avec les inhibiteurs de la mono amine oxydase.,,Les inhibiteurs de la mono amine oxydase,,,
2ce1709bd588a3e758fec59bbf7a3ac0221ab77f2a5b7d81d595b35f2b20cf09,"Parmi les propositions suivantes, une seule est fausse. Laquelle? Une hyperkaliurie est généralement observée au cours:","Parmi les propositions suivantes, une seule est fausse. Une hyperkaliurie est généralement observée au cours: D'une acidose métabolique.",,,,,D'une acidose métabolique
6a8cc70c9e63fbec7e4713f18c39d8b7317420698debfed778bd6d00d5608b19,"Parmi les propositions suivantes, une seule est exacte. Laquelle? Le traitement d'une intoxication aiguë par le méthanol consiste à administrer:",Le traitement d'une intoxication aiguë par le méthanol consiste à administrer de l'éthanol.,,,,De l'éthanol,
b68fd59d27b32336fdf9ee29753d538e99c97cb44f4b33cef1410843bc976725,"Parmi les propositions suivantes, une seule est exacte. Laquelle? La potasse éthanolique 0,lN permet de doser:","La potasse éthanolique 0,lN permet de doser le phénobarbital.",Le phénobarbital,,,,
710fa45fcd6d1566f56b8d2fa884fec023bd14c167cf86787941cf93089f94ba,"Parmi les substances suivantes, une seule ne traverse pas la barrière placentaire. Laquelle?",Parmi les substances suivantes seule l'Héparine ne traverse pas la barrière placentaire.,,,Héparine,,
35565738f24ddf2df18ad209fe1d88632592b693f00834f44c5b618fc021b045,"Parmi les propositions suivantes, une seule est fausse. Indiquer laquelle? Les enzymes suivantes interviennent dans la digestion des lipides alimentaires:","Parmi les propositions suivantes, la proposition suivante est fausse : Lipoprotéine lipase interviennent dans la digestion des lipides alimentaires. ",,,Lipoprotéine lipase,,
c64052f356c34cdada0533a42df568a638b41b5fc6bfa76094e36edfa1c408e3,"Parmi les affirmations suivantes concernant le virus de l'hépatite B,une seule est fausse.Laquelle ?","Concernant le virus de l'hépatite B la proposition ""Il s'agit d'un virus à ARN"" est fausse.",Il s'agit d'un virus à ARN,,,,
ace54a7d3d19f80a67b6e06d8b6711be573363cfa0505ce82070119b3fb45498,Sur laquelle de ses méthodes repose le diagnostic parasitologique directe de l'ankylostomose ?,Le diagnostic parasitologique directe de l'ankylostomose repose sur la méthode de la recherche d' oeufs dans les selles.,,,,La recherche d' oeufs dans les selles,
ce68f3f107c760371b5e61c8566980c706bb326d8bdaa6cca561a889f0a2c53b,Que se passe-t-il pendant la systole ventriculaire??,Pendant la systole ventriculaire il se passe la contraction ventriculaire.,,,La contraction ventriculaire,,
bf00e12da6dbf0bbacec51d263fcafa8aa525e8cba7f0f796d631a763b65650c,"Parmi les propositions suivantes, une seule est exacte. Laquelle? L'aldostérone est secrétée par:",L'aldostérone est secrétée par la zone glomérulée de la cortico-surrénale.,La zone glomérulée de la cortico-surrénale,,,,
45d8b7a8c54fa7b3850b5c7d82a7a55003674b1a3652af5aec4429291a6ce93b,"Parmi les propositions suivantes, une seule est fausse. Laquelle? L'AMPHOTERICINE B :","Parmi les propositions suivantes, la proposition suivante est fausse :  L'AMPHOTERICINE B agit spécifiquement sur les dermatophytes.",,Agit spécifiquement sur les dermatophytes,,,
0152ec66931fbec5361373b23d1ee889a5133197095c1158a92b1c640905a916,Le taeniasis à Taenia saginata se contracte:,Le taeniasis à Taenia saginata se contracte par ingestion de viande de boeuf.,,,Par ingestion de viande de boeuf,,
ba146423b9e2e4355d1f277ece8732dec9659299ed247ec69c99ac5cf5f94581,"L'identification d'une levure impliquée dans une pathologie humaine nécessite la réalisation de tous ces tests, sauf un. Lequel?","L'identification d'une levure impliquée dans une pathologie humaine nécessite la réalisation de tous ces tests, sauf l'inoculation à l'animal.",,,,Inoculation à l'animal,
bebde744635b81a5ea802963e792493fe46440d57b6c01bdeafa9f060557127b,"Parmi les propositions suivantes, une seule est exacte. Laquelle? Le segment du tubule rénal strictement imperméable à l'eau est:",Le segment du tubule rénal strictement imperméable à l'eau est la branche ascendante de l'anse de Henlé.,,,La branche ascendante de l'anse de Henlé,,
cca047e5cc3f32c32a80052d73e826ef715bb8874917e42ea4ff8ce343b25e7f,"Quel est le médicament qui, associé à un aminoside, expose à un risque cytotoxique??","Le médicament qui, associé à un aminoside, expose à un risque cytotoxique est le Furosémide.",,Furosémide,,,
6979d46501a3270436d37b98cf351439fbcbec8d5890d293dabfb8f85f723904,Cocher la proposition exacte : Le métronidazole :,Le métronidazole peut induire un effet antabuse. Le métronidazole peut être administré par voie parentérale intraveineuse. Le métronidazole peut être utilisé dans certaines parasitoses à protozoaires.,,Peut induire un effet antabuse,Peut être administré par voie parentérale intraveineuse,Peut être utilisé dans certaines parasitoses à protozoaires,
a4c9c93e148b5530ea1a517d10e88ae6220bc77dd9394cbe708238984b532f15,"Concernant l'intoxication aiguë par l'amitriptyline, quelle est (sont la proposition exacte ?",Concernant l'intoxication aiguë par l'amitriptyline il est observé le syndrome sérotoninergique. Concernant l'intoxication aiguë par l'amitriptyline des convulsions peuvent être observées. Concernant l'intoxication aiguë par l'amitriptyline un syndrome anticholinergique est observé. Concernant l'intoxication aiguë par l'amitriptyline le pronostic dépend des troubles cardiovasculaires.,Un syndrome sérotoninergique est observé,Un syndrome anticholinergique est observé,Des convulsions peuvent être observées,Le pronostic dépend des troubles cardiovasculaires,
c41d4f33467a9f6bd1fde03c574a206bc6e8772eaf7c2a169bec975ca269e986,"Parmi les propositions suivantes, laquelle (lesquelles) est exacte ? Le catabolisme des acides gras saturés:",Le catabolisme des acides gras saturés s'accompagne de la biosynthèse d'ATP. Le catabolisme des acides gras saturés nécessite l'intervention de substrat activés par le coenzyme A. Le catabolisme des acides gras saturés donne naissance à des métabolites alpha-bêta insaturés de la forme trans.,,S'accompagne de la biosynthèse d'ATP,,Nécessite l'intervention de substrat activés par le coenzyme A,Donne naissance à des métabolites alpha-bêta insaturés de la forme trans
56f6a3e7196718bcefa25a867bc68d01f692dc775ee256b1a3a5133496030b92,"Parmi les propositions suivantes concerrnant Listeria monocytogenes, quelle est la réponse exacte ?",Listeria monocytogenes peut être responsable d'avortements. Listeria monocytogenes peut croître à des températures voisines de + 4°C. Listeria monocytogenes peut être responsable de méningo-encéphalites.,Elle peut être responsable d'avortements,,,Elle peut croître à des températures voisines de + 4°C,Elle peut être responsable de méningo-encéphalites
85890c40437a4f7e0da57e65831e4a06fdf8ef08e5d071459fe08961a5d217d1,"Parmi les marqueurs suivants, indiquer celui (ceux) qui reflète(nt) l'activité ostéoblastique.",Parmi les marqueurs suivants indiquer celui (ceux) qui reflète(nt) l'activité ostéoblastique : ostéocalcine (sérique). |Parmi les marqueurs suivants indiquer celui (ceux) qui reflète(nt) l'activité ostéoblastique : phosphatase alcaline osseuse (sérique). |,Ostéocalcine (sérique),,,,Phosphatase alcaline osseuse (sérique)
b1c317085d43d057cdf2158169080aded4d5cf2dbb75164f39918471f4bd1d7a,Parmi les symptômes suivants. lequel (lesquels) est couramment observé en cas d'intoxication aiguë par l'éthylène glycol ?,Parmi les symptômes suivants celui couramment observé en cas d'intoxication aiguë par l'éthylène glycol est l'insuffisance rénale. Parmi les symptômes suivants celui couramment observé en cas d'intoxication aiguë par l'éthylène glycol sont les troubles neurologiques. Parmi les symptômes suivants celui couramment observé en cas d'intoxication aiguë par l'éthylène glycol sont les troubles cardiovasculaires. Parmi les symptômes suivants celui couramment observé en cas d'intoxication aiguë par l'éthylène glycol sont les troubles acido-basiques.,Insuffisance rénale,Troubles neurologiques,Troubles acido-basiques,Troubles cardiovasculaires,
bf00415b5f8b7c675e7288eff92ef18a09a0fa38cdaed9cc4c2a6e3a00d0ba36,"Parmi les affirmations suivantes, quelle est celle qui est exacte ? Un détecteur à barette de diodes est un détecteur:",Un détecteur à barette de diodes est un détecteur pectrophotométrique utilisant une lumière polychromatique. Un détecteur à barette de diodes est utilisable en chromatographie en phase liquide.,,Spectrophotométrique utilisant une lumière polychromatique,,,Utilisable en chromatographie en phase liquide
3efaa9e7b3e4a8966deefaafdfb0c6042da0fccb45a9008187ec81f870baa001,Parmi les propositions suivantes. laquelle ou (lesquelles) est exacte ? La chromatographie à polarité de phases inversée,La chromatographie à polarité de phases inversée utilise une phase mobile hydro-organique. La chromatographie à polarité de phases inversée peut être appliquée aux espèces ionisées. La chromatographie à polarité de phases inversée élue en premier les solutés les plus polaires.,,Utilise une phase mobile hydro-organique,Peut être appliquée aux espèces ionisées,élue en premier les solutés les plus polaires,
7c07795c851439629efe3b5488bc808a8cc8809756db656a44cdb6a210038326,"Parmi les propositions suivantes, indiquer celle qui est inexacte : La trinitrine n'augmente pas la tension artérielle.",La trinitrine n'est pas le trinitrate d'isosorbide. La trinitrine ne s'utilise pas par voie orale dans le traitement de la crise d'angor. La trinitrine n'est pas ...,Est le trinitrate d'isosorbide,,S'utilise par voie orale dans le traitement de la crise d'angor,,Augmente la tension artérielle
f115b4fbaa6d768eb603c49068792da7a6c31cafc96ae3821c3258714d5f4b1e,"Parmi les propositions suivantes, indiquer celle (celles) qui est exacte :Un syndrome mononucléosique est associé à :",Un syndrome mononucléosique est associé à la mononucléose infectieuse. Un syndrome mononucléosique est associé à Toxoplasmose. Un syndrome mononucléosique est associé à Cytomégalovirus.,,Mononucléose infectieuse,Toxoplasmose,,Cytomégalovirus
77e30ba659eeb8de0f11f667db54a56877cd6663d60b3570c9e546586db13a9d,"Parmi les propositions suivantes, laquelle (lesquelles) est exacte ? Les récepteurs aux neurotransmetteurs peuvent être couplés:",Les récepteurs aux neurotransmetteurs peuvent être couplés à un canal ionique. Les récepteurs aux neurotransmetteurs peuvent être couplés à l'adénylcyclase. Les récepteurs aux neurotransmetteurs peuvent être couplés à une phospholipase C.,A un canal ionique,A l'adénylcyclase,,A une phospholipase C,
bb633658592309c12e5c0d1cdaeb34a81161de1b1999f3cd8fd55d3e624a4d64,"Parmi les propositions suivantes, indiquer la propositions exacte ? Le méthotrexate est :",Le méthotrexate est un antifolate. Le méthotrexate est un analogue des folates. Le méthotrexate est un composé chiral.,Un antifolate,Un analogue des folates,,,Un composé chiral
529e04edb59a2e925ece9ec454eee953b4119becfd03fa796a47fd511ada1964,"Parmi les propositions suivantes, laquelle (lesquelles) est exacte ? Les formes érythrocytaires de Plasmodium sont :",Les formes érythrocytaires de Plasmodium sont Corps de rosace. Les formes érythrocytaires de Plasmodium sont Schizonte. Les formes érythrocytaires de Plasmodium sont Gamétocyte.,,,Corps de rosace,Schizonte,Gamétocyte
b3bfd9648a87a01526b08e94fc69a270dd776da56006a4044403cf10e07f58d0,"Au cours de l'hypothyroïdie, on observe le ou les signe suivant :","Au cours de l'hypothyroïdie, on observe le ou les signe suivant une baisse de la T4 libre. Au cours de l'hypothyroïdie, on observe le ou les signe suivant une hypothermie. Au cours de l'hypothyroïdie, on observe le ou les signe suivant une prise de poids. Au cours de l'hypothyroïdie, on observe le ou les signe suivant une hypercholestérolémie.",Une baisse de la T4 libre,,Une hypothermie,Une prise de poids,Une hypercholestérolémie
51c77a50577f2018f812db328002dd85ecb7b4633504314af0e1b77d3b1abfed,"Parmi les propositions suivantes concernant l'intoxication par le paracétamol, indiquer celle qui est exacte :","Concernant l'intoxication par le paracétamol il est exact que l'administration précoce de charbon activé diminue la biodisponibilité du paracétamol. Concernant l'intoxication par le paracétamol il est exact que la N-acétylcystéine utilisée per os, en association avec du charbon activé perd son activité détoxifiante. Concernant l'intoxication par le paracétamol il est exact que un lavage gastrique précoce constitue un geste thérapeutique essentiel. Concernant l'intoxication par le paracétamol il est exact que la voie de métabolisation toxifiante utilise le cytochrome P450.",L'administration précoce de charbon activé diminue la biodisponibilité du paracétamol,"La N-acétylcystéine utilisée per os, en association avec du charbon activé perd son activité détoxifiante",,Un lavage gastrique précoce constitue un geste thérapeutique essentiel,La voie de métabolisation toxifiante utilise le cytochrome P450
20c033c59dd29dd9fa3ad54cd66aa96d09c1a6e71d55b69d877c07fe77d1dd28,"Parmi les propositions suivantes concernant l'oxyurose, indiquer celle qui est inexacte :",Concernant l'oxyurose la proposition suivante est inexacte : Le syndrome de Löffler se manifeste tardivement au cours de l'oxyurose. Concernant l'oxyurose la proposition suivante est inexacte : la ponte des femelles d'oxyure a lieu 3 mois après le contage humain. Concernant l'oxyurose la proposition suivante est inexacte : l'oxyure adulte peut être évacué par la bouche.,Le syndrome de Löffler se manifeste tardivement au cours de l'oxyurose,La ponte des femelles d'oxyure a lieu 3 mois après le contage humain,,L'oxyure adulte peut être évacué par la bouche,
6571501e1619d273ac57b186cbcded1ee0b5fa222ff2681c1d5f9980080733c3,"Dans l'insuffisance rénale chronique non traitée, on observe :","Dans l'insuffisance rénale chronique non traitée, on observe une destruction progressive des néphrons. Dans l'insuffisance rénale chronique non traitée, on observe une hypocalcémie. Dans l'insuffisance rénale chronique non traitée, on observe une anémie. Dans l'insuffisance rénale chronique non traitée, on observe une diminution de la clairance rénale de la créatinine.",Une destruction progressive des néphrons,Une hypocalcémie,Une anémie,,Une diminution de la clairance rénale de la créatinine
