id,question,answer,answers.a,answers.b,answers.c,answers.d,answers.e
805f746086c528498e4881c01989fcf54cc3b819cecf87c73327659f9adf383f,"Après absorption de lumière, une molécule est dans un état instable, il s'en suit une restitution de l'énergie acquise. Quelle est la proposition exacte concernant ce phénomène?","Après absorption de lumière, une molécule est dans un état instable, il s'en suit une restitution de l'énergie acquise. Une partie de l'énergie est dissipée par collisions avec les molécules de solvant. Après absorption de lumière, une molécule est dans un état instable, il s'en suit une restitution de l'énergie acquise. La désactivation par fluorescence se fait en un temps voisin de 10-8s. Après absorption de lumière, une molécule est dans un état instable, il s'en suit une restitution de l'énergie acquise. La désactivation par fluorescence se fait à partir du premier niveau électronique excité.",Une partie de l'énergie est dissipée par collisions avec les molécules de solvant,,La désactivation par fluorescence se fait en un temps voisin de 10-8s,,La désactivation par fluorescence se fait à partir du premier niveau électronique excité
12e0470b7af11d6b6959e1676c721558446ad675bff2fff7646d5d716279e4c3,Quel est le procédé utilisé dans l'industrie pour le remplissage des capsules dures ??,Arasage est le procédé utilisé dans l'industrie pour le remplissage des capsules dures. Vis sans fin est le procédé utilisé dans l'industrie pour le remplissage des capsules dures. Arasage et bourrage est le procédé utilisé dans l'industrie pour le remplissage des capsules dures. Compresso doseur est le procédé utilisé dans l'industrie pour le remplissage des capsules dures. Dosage en alvéoles est le procédé utilisé dans l'industrie pour le remplissage des capsules dures.,Arasage,Vis sans fin,Arasage et bourrage,Compresso doseur,Dosage en alvéoles
cef9700dc01404a63c7384c5dc483404a19b7ab0dbf786eccecace2128473a6d,Parmi les propositions suivantes concernant Aspergillus fumigatus lesquelles sont exactes :,Aspergillus fumigatus est un champignon filamenteux.  Aspergillus fumigatus est contracté par inhalation de spores.  Aspergillus fumigatus est un opportuniste.,Est un champignon filamenteux,Est contracté par inhalation de spores,,,Est un opportuniste
90c9a07cf740b759f52e2d7b1b38ff9861227f45e6a56a309bcc5506e06da6ca,Aspergillus fumigatus,"Aspergillus fumigatus pousse en 48 à 72h. Aspergillus fumigatus est un champignon ubiquitaire. Aspergillus fumigatus donne, sur un milieu de Sabouraud, des colonies vertes et poudreuses.",,Pousse en 48 à 72h,Est un champignon ubiquitaire,,"Donne, sur un milieu de Sabouraud, des colonies vertes et poudreuses"
bce1c5f5ddf74d4ad0f4b1844388c82c2aba1974760112efa2559aaf65928e05,"Parmi les missions suivantes, quelles sont celles qui sont spécifiques aux établissements participant au service public hospitalier ?",Assurer des soins en milieu pénitentiaire est une mission spécifique aux établissements participant au service public hospitalier. Assurer l'aide médicale urgente est une mission spécifique aux établissements participant au service public hospitalier. ,,,Assurer des soins en milieu pénitentiaire,,Assurer l'aide médicale urgente
938718c6230e12d58ca32eaad8f14c4bc561c922de94f477fe06473e09db9dbb,"Au cours d'un syndrome de Cushing d'origine périphérique, on observe :","Au cours d'un syndrome de Cushing d'origine périphérique, on observe une diminution de l'ACTH plasmatique. Au cours d'un syndrome de Cushing d'origine périphérique, on observe une cortisolémie élevée à minuit. Au cours d'un syndrome de Cushing d'origine périphérique, on observe une rétention sodée.",Une diminution de l'ACTH plasmatique,Une cortisolémie élevée à minuit,,Une rétention sodée,
36781bf270d3bda5513a150a5c750fb07dc8ef5fa59bc0c09536b97c781aa359,"Au cours d'une cholestase, on observe généralement une augmentation dans le sang :","Au cours d'une cholestase, on observe généralement une augmentation dans le sang de la gammaglutamyl transférase. Au cours d'une cholestase, on observe généralement une augmentation dans le sang des 5'nucléotidases. Au cours d'une cholestase, on observe généralement une augmentation dans le sang de la bilirubine conjuguée. Au cours d'une cholestase, on observe généralement une augmentation dans le sang du cholestérol.",De la gammaglutamyl transférase,Des 5'nucléotidases,,De la bilirubine conjuguée,Du cholestérol
d095f8f9a9fcea14b3ea840e701f45af3ac5c1b7d4d9b2b04b1027fbf90a4eb3,Au cours d'une insuffisance hépatocellulaire grave on observe généralement,Au cours d'une insuffisance hépatocellulaire grave on observe généralement une augmentation de l'ammonium. Au cours d'une insuffisance hépatocellulaire grave on observe généralement une diminution de l'albumine.,Une augmentation de l'ammonium,,,Une diminution de l'albumine,
ec697ee8dd796049506d7055708be69bc0bb217c7d2560bf7ca9f45f7d438dbd,"Au cours d'une insuffisance hépatocellulaire grave, on observe généralement dans le sang:","Au cours d'une insuffisance hépatocellulaire grave, on observe généralement dans le sang une augmentation de l'ammonium. Au cours d'une insuffisance hépatocellulaire grave, on observe généralement dans le sang une diminution du cholestérol. Au cours d'une insuffisance hépatocellulaire grave, on observe généralement dans le sang une diminution de l'albumine.",Une augmentation de l'ammonium,Une diminution du cholestérol,,Une diminution de l'albumine,
d94c4298a4800b177aef9715c8a646e88430cf0f110ca5c0df3119504ffaa6c6,"Au cours d'une réaction inflammatoire aiguë, on observe :","Au cours d'une réaction inflammatoire aiguë, on observe une augmentation de la CRP sérique. Au cours d'une réaction inflammatoire aiguë, on observe une augmentation de la synthèse des interleukines IL-1 et IL-6.",,Une augmentation de la CRP sérique,,Une augmentation de la synthèse des interleukines IL-1 et IL-6,
f73078d65b507f570aaf6f1fd6af5d477053253c81cabf762b20193f343bfd63,"Au cours d’une LLC habituelle, l’hyperlymphocytose sanguine est constituée majoritairement :","Au cours d’une LLC habituelle, l’hyperlymphocytose sanguine est constituée majoritairement de lymphocytes morphologiquement normaux.",De lymphocytes morphologiquement normaux,,,,
8d0f52aa5be46fe0266a5eeebf0fed48efdbac1b96fc7e9d102ac1941f0809f8,"Au cours de l'hyperthyroïdie primaire, on observe généralement :","Au cours de l'hyperthyroïdie primaire, on observe généralement une tachycardie. Au cours de l'hyperthyroïdie primaire, on observe généralement une diminution de la TSH sérique. Au cours de l'hyperthyroïdie primaire, on observe généralement une hypocholestérolémie totale.",Une tachycardie,,,Une diminution de la TSH sérique,Une hypocholestérolémie totale
b3bfd9648a87a01526b08e94fc69a270dd776da56006a4044403cf10e07f58d0,"Au cours de l'hypothyroïdie, on observe le ou les signe suivant :","Au cours de l'hypothyroïdie, on observe le ou les signe suivant une baisse de la T4 libre. Au cours de l'hypothyroïdie, on observe le ou les signe suivant une hypothermie. Au cours de l'hypothyroïdie, on observe le ou les signe suivant une prise de poids. Au cours de l'hypothyroïdie, on observe le ou les signe suivant une hypercholestérolémie.",Une baisse de la T4 libre,,Une hypothermie,Une prise de poids,Une hypercholestérolémie
579eaf2a9da3eb66e215ce04bd599daeba8535d445558abbf384e395f5cf5bc2,"Parmi les propositions suivantes, indiquer la propositions exacte ? Au cours de la grossesse, on peut utiliser comme antibiotique :","Au cours de la grossesse, on peut utiliser comme antibiotique l'ampicilline. Au cours de la grossesse, on peut utiliser comme antibiotique l'érythromycine. Au cours de la grossesse, on peut utiliser comme antibiotique la céfuroxime.",L'ampicilline,L'érythromycine,,La céfuroxime,
a8bf27ac1ca06cde66b9c500858e1c7cdd292d4e503ab0e9602861d18d90d3bc,"Parmi les propositions suivantes, une seule est exacte. Au cours de la leucémie lymphoïde chronique, le myélogramme montre:","Au cours de la leucémie lymphoïde chronique, le myélogramme montre une population de lymphocytes>30%.",Une population de lymphocytes>30%,,,,
ab4ef994965ce69493f58c0b42db2d776e1c20e46cf94dea40a822e47e7e6853,"Au cours des méningites à Haemophilus influenzae, le LCR possède habituellement lequel ou lesquels des caractères suivants ?","Au cours des méningites à Haemophilus influenzae, le LCR possède habituellement > 1000 éléments par mm3. Au cours des méningites à Haemophilus influenzae, le LCR possède habituellement une Protéinorachie élevée.",> 1000 éléments par mm3,,Protéinorachie élevée,,
4ce6cc77e2434c26c7b294a0393b75474247c141f213af460b4b311023e7758a,Quel est au sein de la lignée érythrocytaire le élément capable de division ??,Au sein de la lignée érythrocytaire l'élément capable de division est l'Erythroblaste polychromatophile. Au sein de la lignée érythrocytaire l'élément capable de division est le Proérythroblaste. Au sein de la lignée érythrocytaire l'élément capable de division est l'érythroblaste basophile I.  Au sein de la lignée érythrocytaire l'élément capable de division est l'Erythroblaste basophile II.,Proérythroblaste,érythroblaste basophile I,Erythroblaste basophile II,Erythroblaste polychromatophile,
09f2e5f968f22503f91208620000bdb3be746ccca2aac92e6dcf3938dd2d205d,"Au sujet des antibiotiques, quelle (quelles) est l' affirmation exacte :","Au sujet des antibiotiques, quelle (quelles) est l' affirmation exacte les Sulfamides et les Céphalosporines de troisième génération passent bien la BHE.. Au sujet des antibiotiques, quelle (quelles) est l' affirmation exacte les Fluoroquinolones et les aminosides ont une activité post-antibiotique.. Au sujet des antibiotiques, quelle (quelles) est l' affirmation exacte les Macrolides et les Cyclines ont une activité intracellulaire..",Les Sulfamides et les Céphalosporines de troisième génération passent bien la BHE.,Les Fluoroquinolones et les aminosides ont une activité post-antibiotique.,,Les Macrolides et les Cyclines ont une activité intracellulaire.,
4718fbf567ad9d589794b1179a83c2a5358c4434d9baf55c8bcfaad70ae1e240,Parmi les propositions suivantes laquelle ou lesquelles corresponde(nt) aux signes de cholestase :,Augmentation de la bilirubine conjuguée corresponde(nt) aux signes de cholestase. Augmentation des PAL et des gammaGT corresponde(nt) aux signes de cholestase.,Augmentation de la bilirubine conjuguée,Augmentation des PAL et des gammaGT,,,
9beedc966970bfb09b59138b9079e1b7503bda74f7ba2f2010e885b68885e1e3,Avec lequel des stupéfiants suivants un myosis serré peut-il être observé en cas d'intoxication aiguë ?,Avec l'héroïne un myosis serré peut être observé en cas d'intoxication aiguë.,,L'héroïne,,,
5d9e848030eac986b45679e4850ebfd6d4ffceabc1cbf484c3071bfc084c5a29,"Parmi les propositions suivantes, quelle est celle qui ne s'applique pas à la maladie de Basedow :",Bradycardie ne s'applique pas à la maladie de Basedow.,,,,Bradycardie,
9be7b0c4c51bcd54f89ae1316b6cafe0dfda15422a6728e29a8ce096270e3911,"Parmi les analgésiques morphiniques suivants, lequel(lesquels) est contre- indiqué avec la morphine ?",Buprénorphine est contre- indiqué avec la morphine. Nalbuphine est contre- indiqué avec la morphine.,Buprénorphine,,Nalbuphine,,
c59b2c63f42c606b19297abdd21ee77c38c871f99c88b2be7fc8c9ac5fbb31bb,Cocher la proposition exacte concernant l'osmolarité et l'osmolalité ?,"C'est une céphalosporine de 3ème génération. L'osmolalité est le nombre d'osmoles par kilogramme de solvant. Dans le plasma, les protéines représentant environ 7% du volume total, l'osmolalité est égale à l'osmolarité divisé par 0.93. Osmolarité et osmolalité peuvent être confondues pour une solution aqueuse dilué. L'osmolarité plasmatique est mesurée par cryoscopie.",c'est une céphalosporine de 3ème génération,L'osmolalité est le nombre d'osmoles par kilogramme de solvant,"Dans le plasma, les protéines représentant environ 7% du volume total, l'osmolalité est égale à l'osmolarité divisé par 0.93",Osmolarité et osmolalité peuvent être confondues pour une solution aqueuse dilué,L'osmolarité plasmatique est mesurée par cryoscopie
6692db04413e581489e87c92bf80d20cb63f8983ab837b846615f36f49327bfc,"Concernant le vibrio cholerae, quelles sont les réponses inexactes ? :",c’est un aérobie strict. il appartient aux entérobactéries.,,C’est un aérobie strict,Il appartient aux entérobactéries,,
eef158345f526805673fb22f69c7004d6949c14432cecfa7eab1ed0b0c8ca724,"La réaction suivante (en présence d'acide sulfurique H2SO4):
 C6H6 + HNO3 ----------> C6H5NO2 + H2O
 Benzène + acide nitrique -----------> nitrobenzène + eau","C6H6 + HNO3 ----------> C6H5NO2 + H2O
 Benzène + acide nitrique -----------> nitrobenzène + eau est une réaction de substitution. C6H6 + HNO3 ----------> C6H5NO2 + H2O
 Benzène + acide nitrique -----------> nitrobenzène + eau est une réaction électrophile.",,Est une réaction de substitution,Est une réaction électrophile,,
1b74fb190dfab289b45d46af7f372c0a217cf3ae2a905911c7fe30669e858dc2,"Parmi les propositions suivantes concernant les comprimés gastro-résistants, laquelle est exacte?Ce sont des comprimés...",Ce sont des comprimés a libération retardée. concernant les comprimés gastro-résistants a libération retardée. | Ce sont des comprimés a libération différée. concernant les comprimés gastro-résistants a libération différée. |,,A libération retardée,A libération différée,,
3edf245cba7fff22539cab5af3da629fb3eef4aa5879483b7b364a78c6e90ca3,"Parmi les propositions suivantes, indiquer le antibiotique exerçant un effet bactéricide :",Ceftriaxone exerce un effet bactéricide. Gentamicine exerce un effet bactéricide. Ofloxacine exerce un effet bactéricide.,Ceftriaxone,,Gentamicine,,Ofloxacine
6dde69268d517f9b43ad71b8c07e7be7a126b7fbb1522ce91b9e9af0d773fcd9,Lesquelles de ces cellules sont dérivées de la lignée des monocytes-macrophages ?,Cellules voilées de la lymphe sont dérivées de la lignée des monocytes-macrophages. Cellules de Küpffer du foie sont dérivées de la lignée des monocytes-macrophages. Histiocytes tissulaires sont dérivées de la lignée des monocytes-macrophages. Cellules de la microglie sont dérivées de la lignée des monocytes-macrophages.,Cellules voilées de la lymphe,,Cellules de Küpffer du foie,Histiocytes tissulaires,Cellules de la microglie
3a9b42cdcecfa50bb575da9ca531e7a306dbbf7cc0828aceafa3f3955b515e70,Les droits des patients font l'objet d'une explicitation précise dans plusieurs articles de la partie législative du Code de la santé publique (CSP). Ces articles :,"Ces articles etaient, pour la plupart, déjà affirmés par d'autres sources du droit français. Ces articles ne concernent pas seulement les patients hospitalisés, mais aussi ceux traités en médecine ambulatoire.",,,,"Etaient, pour la plupart, déjà affirmés par d'autres sources du droit français","Ne concernent pas seulement les patients hospitalisés, mais aussi ceux traités en médecine ambulatoire"
cf71faafdbd97ca6e82d45e46534da6f3738f7ebe69012e07c1ce8cfe002a4b4,Cocher la ou les proposition exacte. Chaque glande surrénale,Chaque glande surrénale secrète des hormones sexuelles mâles. Chaque glande surrénale est constituée d'un cortex et d'une médulla. Chaque glande surrénale secrète des hormones régulant la natrémie. Chaque glande surrénale est en position rétropéritonéale.,,Secrète des hormones sexuelles mâles,Est constituée d'un cortex et d'une médulla,Secrète des hormones régulant la natrémie,Est en position rétropéritonéale
11ca289fa1d50d5fb477b8ddd2bb7ff6921472dc23e1ea1792f836d4c9b7565c,"Parmi ces propositions, lesquelles s'appliquent à la vaccination chez la femme enceinte ?",Chez la femme enceinte la vaccination contre la rubéole est contre-indiquée. Chez la femme enceinte les vaccins vivants atténués sont contre-indiqués.,,La vaccination contre la rubéole est contre-indiquée,,,Les vaccins vivants atténués sont contre-indiqués
2b8446bee58c4f81726b9487f23d128f40af350cf7f36dccdb9132fbcf610158,"Chez la femme, une vulvovaginite avec leucorrhée peut évoquer :","Chez la femme, une vulvovaginite avec leucorrhée peut évoquer une candidose. Chez la femme, une vulvovaginite avec leucorrhée peut évoquer une trichomonose.",Une candidose,,,,Une trichomonose
de870716afbca74f71651bc4c78cdc26fad006904be0952b1343211263c64aae,"Chez un diabétique atteint d'une néphropathie modérée, la metformine (GLUCOPHAGE®), biguanide normoglycémiant, a pour risque principal d'entraîner l'un des phénomènes suivants. Lequel est exact?","Chez un diabétique atteint d'une néphropathie modérée, la metformine (GLUCOPHAGE®), biguanide normoglycémiant, a pour risque principal d'entraîner une acidose lactique.",,Une acidose lactique,,,
2f8d98235dfc1aa55632b7d214a0e4d78bccd9c621681dd9b823855cacf636e3,"Chez un patient atteint d'une hyperlipoprotéinémie de type III, on observe habituellement :","Chez un patient atteint d'une hyperlipoprotéinémie de type III, on observe habituellement la présence de lipoprotéines de taille intermédiaire (IDL). Chez un patient atteint d'une hyperlipoprotéinémie de type III, on observe habituellement une augmentation de la triglycéridémie.",,,La présence de lipoprotéines de taille intermédiaire (IDL),,Une augmentation de la triglycéridémie
6c82eb95dcf5f8522ebdd22d711ba9a4dfbf8d4c3fb674ed18fc336f8e2d1d41,"Chez un patient atteint de SIDA, on constate souvent, lors du bilan hématologique:","Chez un patient atteint de SIDA, on constate souvent, lors du bilan hématologique lymphopénie. Chez un patient atteint de SIDA, on constate souvent, lors du bilan hématologique diminution des lymphocytes T4. Chez un patient atteint de SIDA, on constate souvent, lors du bilan hématologique adénopathies. Chez un patient atteint de SIDA, on constate souvent, lors du bilan hématologique thrombopénie.",Lymphopénie,Diminution des lymphocytes T4,Adénopathies,Thrombopénie,
5da16e5ead5986790bb898d20578f3345282692b0dc3e3bdf678c2624f1afd69,"Chez un patient revenant d'Afrique noire, une diarrhée aigue fébrile peut faire évoquer :","Chez un patient revenant d'Afrique noire, une diarrhée aigue fébrile peut faire évoquer fièvre typhoïde. Chez un patient revenant d'Afrique noire, une diarrhée aigue fébrile peut faire évoquer shigellose. Chez un patient revenant d'Afrique noire, une diarrhée aigue fébrile peut faire évoquer paludisme.",Fièvre typhoïde,,Shigellose,,Paludisme
414e4230cc2ad22202937014a9c2baf3b1c49271f7a4717d548637dce4a43332,Laquelle(lesquelles) de ces affirmations est juste ? Chez un patient VIH positif...,Chez un patient VIH positif la prise en charge nécessite un traitement à vie. Laquelle(lesquelles) de ces affirmations est juste ? Chez un patient VIH positif : la prise en charge nécessite un traitement à vie. |Chez un patient VIH positif la recherche d’anticorps peut se faire par ELISA. Laquelle(lesquelles) de ces affirmations est juste ? Chez un patient VIH positif : la recherche d’anticorps peut se faire par ELISA. |Chez un patient VIH positif les maladies opportunistes sont la première cause de mortalité. Laquelle(lesquelles) de ces affirmations est juste ? Chez un patient VIH positif : les maladies opportunistes sont la première cause de mortalité. |,,La prise en charge nécessite un traitement à vie,La recherche d’anticorps peut se faire par ELISA,,Les maladies opportunistes sont la première cause de mortalité
143ce8fa183b783ecf175492e59abd8da58d882692285dd58b77ed010c2f9d47,"Chez une femme de 25 ans consultant pour pâleur, on découvre une anémie microcytaire isolée (le reste de l'hémogramme est normal). Quel examen complémentaire sera le plus utile au diagnostic ?","Chez une femme de 25 ans consultant pour pâleur, on découvre une anémie microcytaire isolée (le reste de l'hémogramme est normal). L'examen complémentaire qui sera le plus utile au diagnostic est le dosage de la ferritinémie.",,,,,Dosage de la ferritinémie
4dbc50df51f1c4f67d6368e32b085e84fc1ce8c0f4f5093f5754a3d51b927683,"Parmi les propositions suivantes concernant Chlamydia trachomatis, laquelle(lesquelles) est exacte ?",Chlamydia trachomatis a une multiplication intracellulaire stricte. Chlamydia trachomatis peut se présenter sous la forme d'un corps élémentaire. Chlamydia trachomatis peut être responsable d'urétrites.,Elle a une multiplication intracellulaire stricte,Elle peut se présenter sous la forme d'un corps élémentaire,,,Elle peut être responsable d'urétrites
557c6ef924b9a4775346ed4df2d4a99624fb661a7487c647a256100e827a87c8,"Parmi les propositions suivantes concernant c, laquelle (lesquelles) est vraie?","Chlamydia trachomatis est habituellement sensible aux macrolides. Chlamydia trachomatis présente, in vivo, un développement intracellulaire. Chlamydia trachomatis peut être responsable de la lymphogranulomatose vénérienne. Chlamydia trachomatis peut être responsable de conjonctivites.",,Est habituellement sensible aux macrolides,"Présente, in vivo, un développement intracellulaire",Peut être responsable de la lymphogranulomatose vénérienne,Peut être responsable de conjonctivites
e0a6bdb071a5cc63ec2f3565b010baf9da0664c3edaedf1bd4e9d540311afd91,Quel est le diurétique qui provoque(nt) une baisse du potassium sanguin??,Chlortalidone provoque une baisse du potassium sanguin. Hydrochlorothiazide provoque une baisse du potassium sanguin. Furosémide provoque une baisse du potassium sanguin.,Chlortalidone,Hydrochlorothiazide,Furosémide,,
7ed7d26e98afe0e0e7e385bac0117ed92819c20d4df1efb02affdb69f7ea44b1,Citer la proposition exacte ; l'hémophilie est une maladie hémorragique :,Citer la proposition exacte ; l'hémophilie est une maladie hémorragique a transmission liée au sexe. Citer la proposition exacte ; l'hémophilie est une maladie hémorragique qui peut se compliquer de l'apparition d'anticoagulant circulant après l'administration de thérapeutique substitutive. Citer la proposition exacte ; l'hémophilie est une maladie hémorragique pour laquelle on peut effectuer un diagnostic prénatal.,,,A transmission liée au sexe,Qui peut se compliquer de l'apparition d'anticoagulant circulant après l'administration de thérapeutique substitutive,Pour laquelle on peut effectuer un diagnostic prénatal
19edf90cb3c969613ca2274478b9cffe856d5522a5a9ed76b7716f3ca1b22c47,"Parmi les germes suivants, un seul est sporulé. Lequel ?",Clostridium perfringens est un germe sporulé.,,,,Clostridium perfringens,
